watch_id,user_id,content_id,device,watch_date,minutes_watched,completed,rating
23409,1636,346,Laptop,2026-04-02,129,Yes,4
23410,2823,717,Smart TV,2026-01-17,151,Yes,4
23411,1310,132,Tablet,2025-11-15,99,Yes,5
23412,73,497,Smart TV,2026-03-16,99,Yes,4
23413,438,312,Mobile,2025-08-22,113,Yes,4
23414,3894,157,Smart TV,2026-06-28,59,No,4
23415,4499,147,Smart TV,2026-03-10,135,Yes,4
23416,370,842,Smart TV,2025-09-06,56,No,3
23417,1323,821,Smart TV,2026-07-04,137,Yes,4
23418,1644,805,Laptop,2025-09-28,109,Yes,3
23419,608,732,Mobile,2025-12-26,77,No,5
23420,2423,316,Smart TV,2025-12-08,74,No,5
23421,4247,386,Laptop,2026-02-19,124,Yes,4
23422,1582,711,Laptop,2025-11-29,172,Yes,5
23423,3142,158,Tablet,2025-09-19,94,Yes,5
23424,1866,576,Laptop,2026-04-17,87,No,3
23425,2273,161,Tablet,2026-01-24,143,Yes,3
23426,891,597,Tablet,2026-05-22,140,Yes,2
23427,516,774,Laptop,2025-08-07,121,Yes,4
23428,480,61,Laptop,2026-07-02,111,Yes,5
23429,4405,759,Smart TV,2025-10-06,89,No,3
23430,3110,342,Tablet,2026-06-22,152,Yes,5
23431,133,405,Smart TV,2026-05-21,133,Yes,4
23432,1003,405,Smart TV,2026-01-06,103,Yes,4
23433,4997,549,Laptop,2025-09-03,95,Yes,4
23434,2021,7,Laptop,2026-02-21,53,No,5
23435,2279,250,Mobile,2026-03-04,75,No,4
23436,4435,658,Mobile,2025-12-22,155,Yes,5
23437,2624,626,Tablet,2026-01-10,90,Yes,4
23438,1292,825,Laptop,2026-03-12,126,Yes,1
23439,3453,578,Smart TV,2026-06-10,122,Yes,3
23440,1032,146,Tablet,2026-05-30,86,No,3
23441,2976,418,Laptop,2025-10-21,107,Yes,3
23442,1970,337,Smart TV,2026-03-11,78,No,5
23443,3354,81,Tablet,2025-10-04,158,Yes,4
23444,2071,97,Tablet,2026-03-10,84,No,3
23445,2069,87,Tablet,2026-04-10,127,Yes,4
23446,2969,298,Smart TV,2026-01-01,138,Yes,4
23447,309,675,Smart TV,2026-01-29,72,No,2
23448,2118,93,Mobile,2026-07-24,145,Yes,4
23449,2425,689,Laptop,2025-08-20,91,Yes,3
23450,3556,863,Mobile,2026-03-23,107,Yes,2
23451,691,888,Tablet,2026-05-24,93,Yes,3
23452,378,386,Laptop,2026-04-22,134,Yes,3
23453,4990,557,Smart TV,2026-04-18,132,Yes,3
23454,2049,223,Smart TV,2025-09-17,108,Yes,3
23455,4657,214,Laptop,2026-05-01,72,No,3
23456,426,130,Tablet,2025-08-01,111,Yes,3
23457,172,827,Tablet,2026-05-26,114,Yes,5
23458,3038,761,Smart TV,2026-06-01,142,Yes,4
23459,1563,739,Smart TV,2026-01-10,136,Yes,5
23460,2968,397,Mobile,2026-06-20,72,No,4
23461,901,708,Tablet,2026-01-18,92,Yes,5
23462,4920,566,Mobile,2025-08-31,102,Yes,4
23463,1281,386,Laptop,2026-01-05,163,Yes,4
23464,4420,767,Smart TV,2026-06-25,168,Yes,3
23465,297,213,Tablet,2026-03-11,83,No,3
23466,4706,631,Tablet,2026-07-14,91,Yes,4
23467,927,442,Laptop,2025-09-12,108,Yes,4
23468,31,707,Smart TV,2026-01-07,187,Yes,5
23469,3100,736,Smart TV,2026-01-10,104,Yes,4
23470,4874,786,Mobile,2025-11-02,96,Yes,5
23471,2251,32,Mobile,2026-03-12,104,Yes,4
23472,4812,115,Laptop,2025-09-20,140,Yes,5
23473,3582,235,Tablet,2026-01-12,61,No,5
23474,1692,282,Mobile,2026-04-02,125,Yes,4
23475,1006,183,Laptop,2025-11-12,74,No,2
23476,2028,187,Laptop,2026-05-01,149,Yes,4
23477,1518,358,Smart TV,2025-12-09,113,Yes,3
23478,637,566,Smart TV,2026-07-15,125,Yes,4
23479,163,272,Mobile,2025-12-15,74,No,5
23480,2746,799,Laptop,2026-05-05,112,Yes,4
23481,3112,377,Tablet,2026-07-02,108,Yes,4
23482,1864,281,Tablet,2026-03-10,98,Yes,4
23483,3683,484,Mobile,2025-09-18,133,Yes,5
23484,164,439,Mobile,2026-04-30,132,Yes,5
23485,1796,383,Tablet,2025-11-02,117,Yes,5
23486,3823,337,Mobile,2026-05-08,101,Yes,5
23487,945,766,Mobile,2026-06-26,178,Yes,1
23488,250,500,Tablet,2026-01-08,95,Yes,5
23489,2714,634,Mobile,2026-05-17,70,No,3
23490,1360,155,Smart TV,2025-09-08,121,Yes,5
23491,53,513,Mobile,2025-09-11,109,Yes,5
23492,3755,543,Mobile,2025-08-27,63,No,1
23493,2375,693,Tablet,2026-01-01,94,Yes,4
23494,3505,489,Mobile,2025-10-23,87,No,4
23495,3516,348,Tablet,2026-04-19,163,Yes,3
23496,3739,684,Laptop,2026-06-24,69,No,4
23497,2581,120,Mobile,2025-09-28,54,No,4
23498,1594,483,Laptop,2026-05-16,88,No,4
23499,3568,802,Tablet,2026-04-04,144,Yes,4
23500,3020,438,Mobile,2026-02-07,111,Yes,3
23501,1049,639,Tablet,2026-01-27,85,No,4
23502,3933,212,Tablet,2026-04-06,88,No,5
23503,3145,601,Tablet,2026-02-09,82,No,5
23504,4629,661,Mobile,2026-06-08,103,Yes,3
23505,4150,495,Smart TV,2025-12-28,131,Yes,5
23506,782,595,Mobile,2025-09-17,117,Yes,1
23507,4199,798,Mobile,2026-06-22,128,Yes,2
23508,4063,672,Mobile,2026-02-15,119,Yes,3
23509,3164,684,Tablet,2025-09-05,79,No,2
23510,173,800,Smart TV,2026-07-03,96,Yes,3
23511,1286,142,Laptop,2026-04-08,106,Yes,5
23512,2549,215,Smart TV,2026-04-24,117,Yes,5
23513,4977,857,Mobile,2026-03-23,86,No,4
23514,1611,601,Mobile,2026-07-01,112,Yes,4
23515,413,452,Tablet,2026-07-10,82,No,2
23516,4467,811,Mobile,2025-08-23,88,No,4
23517,2464,362,Smart TV,2025-08-22,108,Yes,4
23518,2365,59,Smart TV,2026-05-15,126,Yes,5
23519,501,502,Laptop,2026-01-05,135,Yes,4
23520,2051,417,Tablet,2025-10-29,144,Yes,4
23521,1986,89,Laptop,2025-09-11,127,Yes,5
23522,3505,768,Mobile,2026-02-07,124,Yes,3
23523,4784,665,Mobile,2026-06-25,57,No,3
23524,4865,185,Tablet,2026-06-01,124,Yes,4
23525,835,649,Laptop,2026-02-06,118,Yes,4
23526,1634,715,Mobile,2025-08-05,96,Yes,4
23527,4383,842,Mobile,2025-09-27,112,Yes,3
23528,267,825,Smart TV,2026-03-04,63,No,5
23529,4015,203,Tablet,2026-03-19,101,Yes,5
23530,3733,408,Laptop,2026-05-09,61,No,4
23531,3576,609,Smart TV,2026-03-12,58,No,1
23532,2921,87,Mobile,2025-07-28,72,No,3
23533,3721,259,Tablet,2026-04-21,144,Yes,5
23534,3829,433,Mobile,2026-03-14,154,Yes,1
23535,780,386,Smart TV,2026-04-02,66,No,4
23536,3785,633,Mobile,2026-02-12,114,Yes,5
23537,686,202,Mobile,2025-10-18,49,No,5
23538,1361,70,Tablet,2026-04-26,89,No,3
23539,1640,680,Mobile,2026-02-10,70,No,3
23540,2578,479,Laptop,2025-09-17,176,Yes,1
23541,890,653,Smart TV,2026-07-02,93,Yes,3
23542,692,357,Smart TV,2025-11-16,130,Yes,2
23543,4424,861,Tablet,2026-06-18,118,Yes,2
23544,1956,274,Laptop,2025-08-10,97,Yes,4
23545,4924,611,Mobile,2026-04-27,57,No,3
23546,1013,572,Mobile,2025-08-26,119,Yes,5
23547,1995,542,Tablet,2026-06-11,96,Yes,4
23548,4418,394,Mobile,2025-10-24,90,Yes,2
23549,2030,87,Tablet,2026-02-01,92,Yes,3
23550,2331,808,Tablet,2025-09-13,120,Yes,5
23551,4601,261,Laptop,2026-06-04,100,Yes,4
23552,3887,26,Laptop,2025-08-14,183,Yes,3
23553,4800,258,Smart TV,2026-02-07,91,Yes,3
23554,2235,311,Smart TV,2025-10-31,86,No,2
23555,4821,269,Mobile,2026-03-31,80,No,3
23556,444,881,Tablet,2026-02-09,121,Yes,3
23557,1518,694,Laptop,2025-12-26,71,No,1
23558,1238,699,Tablet,2025-10-25,84,No,4
23559,3086,276,Tablet,2026-01-26,105,Yes,4
23560,949,728,Smart TV,2026-02-28,77,No,4
23561,3278,173,Smart TV,2025-09-04,102,Yes,5
23562,1888,767,Mobile,2025-08-29,77,No,2
23563,2009,628,Smart TV,2026-04-08,104,Yes,4
23564,2257,460,Laptop,2025-09-04,76,No,3
23565,3743,397,Smart TV,2026-04-16,106,Yes,4
23566,4481,111,Tablet,2025-12-10,82,No,3
23567,967,425,Smart TV,2026-04-04,74,No,3
23568,293,138,Smart TV,2025-12-01,129,Yes,5
23569,3104,378,Mobile,2026-04-05,92,Yes,5
23570,4761,856,Smart TV,2025-12-23,115,Yes,5
23571,1733,789,Tablet,2026-07-15,115,Yes,5
23572,2833,746,Mobile,2026-05-05,77,No,4
23573,1714,175,Laptop,2025-09-25,70,No,4
23574,4158,838,Tablet,2026-02-09,95,Yes,5
23575,3862,380,Laptop,2025-12-13,110,Yes,3
23576,258,240,Tablet,2026-05-31,82,No,5
23577,1910,97,Laptop,2026-07-05,75,No,3
23578,972,768,Mobile,2026-07-06,79,No,3
23579,3210,610,Mobile,2026-06-16,117,Yes,5
23580,3326,733,Mobile,2025-11-03,93,Yes,5
23581,4453,524,Tablet,2026-03-18,186,Yes,4
23582,2953,291,Laptop,2026-05-24,113,Yes,1
23583,4823,733,Mobile,2025-08-15,92,Yes,3
23584,109,140,Smart TV,2025-11-17,85,No,5
23585,3193,659,Smart TV,2026-06-24,123,Yes,3
23586,3225,12,Laptop,2026-07-24,98,Yes,4
23587,134,872,Tablet,2025-11-30,89,No,4
23588,3233,730,Tablet,2026-01-09,84,No,5
23589,2730,134,Laptop,2025-09-01,76,No,5
23590,4911,191,Mobile,2026-05-13,94,Yes,4
23591,1358,790,Laptop,2025-09-02,83,No,2
23592,1004,605,Tablet,2026-03-16,102,Yes,1
23593,149,276,Smart TV,2026-01-08,98,Yes,4
23594,307,298,Tablet,2026-02-11,162,Yes,4
23595,1319,547,Laptop,2026-02-25,86,No,4
23596,3602,850,Tablet,2025-08-22,127,Yes,3
23597,1183,856,Mobile,2025-10-11,171,Yes,5
23598,3655,883,Laptop,2025-10-18,81,No,5
23599,3427,469,Smart TV,2025-12-13,89,No,5
23600,1519,853,Mobile,2025-08-21,78,No,5
23601,3618,523,Smart TV,2026-05-25,68,No,4
23602,1558,417,Mobile,2026-02-11,111,Yes,4
23603,2932,153,Tablet,2025-08-14,156,Yes,4
23604,1524,174,Mobile,2026-05-11,140,Yes,5
23605,129,334,Mobile,2025-12-26,121,Yes,5
23606,3460,586,Mobile,2026-07-09,159,Yes,4
23607,810,329,Laptop,2025-08-24,70,No,5
23608,1283,475,Tablet,2026-07-20,101,Yes,5
23609,4046,596,Laptop,2026-04-09,127,Yes,5
23610,1818,587,Tablet,2026-01-09,165,Yes,4
23611,2483,821,Tablet,2026-02-21,100,Yes,4
23612,87,15,Smart TV,2025-12-30,88,No,1
23613,3326,798,Smart TV,2025-12-01,94,Yes,5
23614,2456,410,Mobile,2025-08-15,95,Yes,5
23615,1170,533,Laptop,2025-11-03,113,Yes,5
23616,2249,642,Laptop,2026-04-15,98,Yes,5
23617,4475,177,Laptop,2025-09-16,127,Yes,2
23618,2188,108,Tablet,2026-06-25,145,Yes,4
23619,378,111,Mobile,2026-05-31,101,Yes,3
23620,300,808,Smart TV,2026-07-10,110,Yes,5
23621,2532,892,Laptop,2025-09-12,75,No,3
23622,3529,187,Mobile,2026-04-08,143,Yes,5
23623,628,504,Laptop,2025-09-24,93,Yes,3
23624,4621,657,Smart TV,2025-10-17,120,Yes,4
23625,2256,733,Mobile,2025-10-16,69,No,3
23626,3893,702,Tablet,2026-06-30,116,Yes,3
23627,4241,274,Tablet,2026-02-13,90,Yes,5
23628,3234,610,Smart TV,2026-05-10,139,Yes,5
23629,4714,663,Tablet,2026-01-28,116,Yes,5
23630,2828,685,Laptop,2026-03-25,148,Yes,4
23631,4125,668,Smart TV,2026-07-16,92,Yes,4
23632,2579,453,Mobile,2025-09-06,105,Yes,4
23633,110,141,Mobile,2026-07-22,98,Yes,5
23634,3075,848,Tablet,2025-12-08,83,No,5
23635,1304,193,Laptop,2025-08-25,95,Yes,5
23636,3794,419,Mobile,2025-10-02,82,No,4
23637,11,603,Smart TV,2026-01-02,89,No,5
23638,1463,821,Laptop,2026-05-12,121,Yes,5
23639,1003,769,Tablet,2026-05-23,102,Yes,5
23640,4848,603,Mobile,2026-05-30,60,No,4
23641,4050,898,Mobile,2025-11-18,90,Yes,4
23642,552,740,Tablet,2025-08-20,108,Yes,4
23643,4923,465,Laptop,2026-01-02,90,Yes,3
23644,498,641,Smart TV,2025-10-27,116,Yes,2
23645,2975,704,Laptop,2025-10-11,133,Yes,5
23646,2268,132,Mobile,2025-11-21,99,Yes,3
23647,1244,761,Tablet,2026-05-21,130,Yes,4
23648,991,417,Tablet,2026-01-08,75,No,5
23649,417,204,Smart TV,2025-09-02,162,Yes,4
23650,4449,400,Mobile,2025-09-13,74,No,5
23651,4849,757,Mobile,2026-03-13,102,Yes,5
23652,1753,137,Tablet,2025-11-01,107,Yes,4
23653,2888,432,Mobile,2025-11-03,121,Yes,3
23654,2416,499,Smart TV,2026-04-13,60,No,5
23655,2009,457,Mobile,2026-06-01,85,No,4
23656,1446,785,Laptop,2025-12-30,80,No,2
23657,1982,43,Tablet,2026-04-04,100,Yes,2
23658,2930,500,Smart TV,2026-05-16,87,No,3
23659,4176,573,Mobile,2026-04-20,125,Yes,5
23660,3408,339,Tablet,2025-12-02,75,No,3
23661,3423,875,Mobile,2025-10-17,81,No,4
23662,4902,781,Laptop,2026-07-04,128,Yes,3
23663,4507,774,Laptop,2026-05-01,108,Yes,4
23664,4667,896,Tablet,2025-12-06,79,No,4
23665,3058,23,Smart TV,2025-10-28,85,No,3
23666,1060,52,Tablet,2025-10-05,78,No,4
23667,2003,5,Tablet,2026-07-14,144,Yes,5
23668,2913,487,Tablet,2025-11-25,69,No,3
23669,2476,164,Tablet,2025-08-30,98,Yes,4
23670,4577,642,Tablet,2026-05-04,101,Yes,3
23671,1426,303,Tablet,2026-01-11,121,Yes,4
23672,3354,215,Tablet,2025-09-23,101,Yes,4
23673,2399,337,Smart TV,2026-02-15,93,Yes,3
23674,2847,687,Smart TV,2026-01-15,97,Yes,2
23675,667,824,Smart TV,2025-12-14,91,Yes,5
23676,2516,352,Laptop,2026-01-24,107,Yes,5
23677,4716,770,Smart TV,2025-08-31,70,No,4
23678,3701,739,Laptop,2026-06-10,140,Yes,4
23679,2468,681,Mobile,2025-09-14,76,No,5
23680,2719,866,Tablet,2025-08-09,105,Yes,5
23681,4517,456,Mobile,2026-06-28,115,Yes,4
23682,2718,462,Laptop,2025-11-24,130,Yes,3
23683,4927,307,Mobile,2025-12-15,55,No,2
23684,4184,524,Tablet,2026-01-17,72,No,3
23685,3642,889,Smart TV,2026-02-17,72,No,5
23686,1209,858,Smart TV,2026-01-21,127,Yes,4
23687,342,670,Laptop,2025-11-03,176,Yes,4
23688,38,225,Smart TV,2025-09-30,99,Yes,4
23689,166,118,Laptop,2026-04-09,126,Yes,3
23690,541,893,Laptop,2025-11-10,109,Yes,4
23691,4523,873,Tablet,2026-03-01,87,No,4
23692,3148,896,Mobile,2026-02-16,161,Yes,3
23693,3398,716,Mobile,2026-04-29,103,Yes,5
23694,445,444,Mobile,2026-02-24,131,Yes,2
23695,4957,767,Laptop,2026-01-01,107,Yes,1
23696,1627,554,Laptop,2025-10-27,76,No,4
23697,4902,576,Tablet,2025-09-01,59,No,3
23698,4128,641,Mobile,2025-10-29,129,Yes,3
23699,1542,236,Tablet,2026-02-27,108,Yes,5
23700,50,264,Laptop,2026-03-24,97,Yes,4
23701,2730,796,Mobile,2025-09-04,180,Yes,5
23702,502,725,Tablet,2026-01-30,70,No,3
23703,4141,390,Laptop,2025-12-17,107,Yes,4
23704,3378,739,Smart TV,2025-12-05,174,Yes,2
23705,4512,727,Tablet,2026-01-07,98,Yes,4
23706,4993,289,Tablet,2025-10-14,96,Yes,5
23707,4256,604,Tablet,2026-05-31,65,No,3
23708,407,827,Smart TV,2025-11-14,74,No,2
23709,4241,257,Smart TV,2026-04-03,95,Yes,4
23710,2366,601,Tablet,2025-08-28,140,Yes,3
23711,1444,63,Laptop,2026-05-15,86,No,3
23712,3869,605,Laptop,2026-01-05,115,Yes,4
23713,4697,669,Mobile,2025-10-23,93,Yes,3
23714,1888,103,Laptop,2026-02-03,108,Yes,5
23715,2639,200,Laptop,2026-01-02,68,No,5
23716,685,3,Mobile,2025-12-02,87,No,5
23717,3654,245,Mobile,2026-01-19,133,Yes,5
23718,3511,172,Laptop,2026-04-04,81,No,5
23719,1432,674,Laptop,2026-05-20,94,Yes,3
23720,2986,811,Mobile,2026-06-10,97,Yes,4
23721,4727,506,Smart TV,2025-08-02,126,Yes,5
23722,2215,408,Tablet,2026-04-24,138,Yes,2
23723,3226,761,Tablet,2025-11-24,93,Yes,5
23724,2955,803,Tablet,2025-11-13,86,No,3
23725,2831,171,Mobile,2025-09-30,136,Yes,3
23726,1143,149,Smart TV,2026-04-01,91,Yes,4
23727,3166,231,Mobile,2025-09-19,70,No,4
23728,1694,335,Smart TV,2026-01-25,86,No,3
23729,4013,513,Smart TV,2026-05-29,102,Yes,4
23730,696,311,Mobile,2026-05-28,88,No,3
23731,4581,334,Tablet,2025-08-03,76,No,4
23732,2099,400,Mobile,2026-04-08,71,No,5
23733,1130,297,Smart TV,2026-01-01,88,No,3
23734,94,703,Tablet,2026-02-14,86,No,5
23735,4658,317,Tablet,2026-03-19,106,Yes,5
23736,1790,440,Mobile,2025-08-09,76,No,2
23737,3496,61,Smart TV,2025-12-26,45,No,3
23738,4141,443,Laptop,2026-03-30,102,Yes,4
23739,661,608,Mobile,2026-01-28,52,No,5
23740,1945,718,Tablet,2026-05-11,118,Yes,5
23741,1207,211,Smart TV,2025-08-05,76,No,3
23742,3455,878,Smart TV,2026-06-11,90,Yes,5
23743,4995,264,Smart TV,2025-08-01,77,No,2
23744,3114,625,Tablet,2025-12-09,140,Yes,3
23745,935,402,Mobile,2026-07-15,63,No,3
23746,2150,90,Tablet,2026-05-01,110,Yes,3
23747,120,83,Laptop,2025-12-01,149,Yes,5
23748,4358,44,Laptop,2025-09-12,172,Yes,5
23749,3674,615,Smart TV,2025-08-12,100,Yes,4
23750,1146,404,Tablet,2026-01-02,162,Yes,3
23751,3448,796,Laptop,2026-03-10,102,Yes,3
23752,2330,787,Mobile,2025-08-25,60,No,5
23753,3270,611,Smart TV,2025-08-05,92,Yes,5
23754,3555,214,Smart TV,2026-03-15,101,Yes,4
23755,450,663,Mobile,2026-01-04,65,No,4
23756,747,604,Tablet,2026-04-06,120,Yes,4
23757,2535,270,Mobile,2025-10-10,114,Yes,4
23758,1675,285,Laptop,2026-04-24,154,Yes,5
23759,4821,104,Mobile,2026-04-06,108,Yes,5
23760,3838,638,Tablet,2026-05-01,103,Yes,4
23761,4549,71,Laptop,2025-08-06,59,No,4
23762,107,627,Smart TV,2025-12-12,83,No,5
23763,1784,794,Tablet,2025-09-30,73,No,4
23764,2701,5,Smart TV,2025-08-29,89,No,3
23765,4287,743,Mobile,2025-10-31,62,No,3
23766,2660,212,Laptop,2026-06-09,113,Yes,3
23767,4592,365,Laptop,2026-06-27,76,No,5
23768,1980,895,Mobile,2026-05-19,60,No,3
23769,2468,703,Smart TV,2026-01-21,101,Yes,3
23770,4835,292,Tablet,2026-04-06,61,No,3
23771,2148,895,Mobile,2026-01-18,80,No,5
23772,4398,80,Laptop,2026-03-21,138,Yes,3
23773,3599,137,Laptop,2026-07-13,115,Yes,5
23774,1058,480,Smart TV,2026-02-17,142,Yes,3
23775,3686,244,Laptop,2026-03-13,116,Yes,5
23776,2578,225,Tablet,2026-06-21,161,Yes,3
23777,2953,714,Laptop,2026-01-08,101,Yes,5
23778,3728,532,Tablet,2026-06-10,146,Yes,3
23779,3916,462,Tablet,2025-10-22,106,Yes,2
23780,4401,176,Mobile,2025-12-29,92,Yes,2
23781,4241,898,Tablet,2025-09-25,105,Yes,4
23782,1797,279,Laptop,2026-06-20,92,Yes,2
23783,2880,11,Laptop,2025-11-09,134,Yes,5
23784,1905,502,Tablet,2026-04-06,126,Yes,4
23785,3916,292,Smart TV,2026-01-30,68,No,4
23786,3942,467,Tablet,2026-05-10,90,Yes,3
23787,2942,2,Smart TV,2026-02-07,65,No,4
23788,1251,304,Laptop,2026-02-23,131,Yes,4
23789,798,567,Smart TV,2026-06-25,106,Yes,3
23790,3555,456,Tablet,2025-10-27,86,No,5
23791,2821,199,Mobile,2026-03-19,63,No,5
23792,2370,706,Laptop,2026-01-22,111,Yes,4
23793,4427,559,Tablet,2025-09-22,64,No,5
23794,1760,25,Tablet,2025-09-15,92,Yes,5
23795,993,265,Smart TV,2026-06-05,76,No,3
23796,3418,655,Tablet,2026-06-10,146,Yes,2
23797,1199,546,Smart TV,2025-08-26,148,Yes,3
23798,3141,455,Tablet,2025-12-19,149,Yes,5
23799,2062,124,Mobile,2026-03-18,95,Yes,2
23800,1014,352,Tablet,2026-01-02,109,Yes,5
23801,349,407,Smart TV,2025-08-07,81,No,5
23802,4435,522,Tablet,2025-12-11,54,No,3
23803,942,871,Smart TV,2026-05-27,85,No,4
23804,1214,497,Tablet,2025-12-02,79,No,4
23805,3271,796,Tablet,2026-01-20,95,Yes,4
23806,4058,706,Laptop,2025-09-04,86,No,4
23807,4406,570,Laptop,2026-05-06,99,Yes,4
23808,4844,256,Mobile,2025-09-03,158,Yes,5
23809,2436,543,Tablet,2026-04-13,65,No,5
23810,4890,165,Smart TV,2026-02-27,83,No,5
23811,2433,617,Tablet,2025-08-15,74,No,3
23812,3832,900,Smart TV,2026-02-03,91,Yes,5
23813,1946,633,Laptop,2025-12-01,148,Yes,2
23814,4621,169,Mobile,2026-02-06,103,Yes,4
23815,1716,846,Smart TV,2026-07-15,56,No,4
23816,4160,720,Laptop,2026-03-05,157,Yes,4
23817,3616,169,Tablet,2025-12-25,57,No,4
23818,362,801,Tablet,2025-08-01,118,Yes,3
23819,2793,449,Mobile,2025-09-11,106,Yes,3
23820,1219,845,Tablet,2026-04-14,74,No,2
23821,3549,227,Tablet,2026-04-29,96,Yes,3
23822,41,80,Mobile,2025-08-06,111,Yes,5
23823,1712,82,Mobile,2025-08-19,87,No,3
23824,956,469,Laptop,2026-06-24,74,No,3
23825,2098,248,Smart TV,2026-05-20,101,Yes,4
23826,875,687,Mobile,2026-01-23,90,Yes,3
23827,1434,104,Mobile,2026-06-23,162,Yes,5
23828,3432,142,Laptop,2025-08-04,95,Yes,5
23829,2615,783,Laptop,2026-01-08,180,Yes,4
23830,2876,759,Laptop,2026-02-25,88,No,4
23831,3593,848,Tablet,2025-12-26,89,No,4
23832,2690,462,Tablet,2026-01-31,91,Yes,3
23833,1193,107,Laptop,2025-11-04,107,Yes,5
23834,2020,454,Mobile,2026-03-25,156,Yes,3
23835,3466,172,Tablet,2025-12-19,89,No,4
23836,455,293,Laptop,2025-09-20,125,Yes,4
23837,4831,821,Laptop,2026-03-17,103,Yes,5
23838,2668,563,Smart TV,2026-02-28,145,Yes,4
23839,1247,838,Laptop,2025-08-24,95,Yes,3
23840,4494,714,Laptop,2025-11-25,89,No,5
23841,1633,891,Smart TV,2026-05-17,98,Yes,5
23842,3845,146,Mobile,2026-07-01,101,Yes,5
23843,4226,627,Laptop,2026-02-22,113,Yes,3
23844,2694,57,Mobile,2026-06-13,86,No,3
23845,2804,480,Mobile,2025-12-14,98,Yes,4
23846,3447,123,Laptop,2025-10-11,135,Yes,3
23847,2761,100,Mobile,2025-10-17,92,Yes,3
23848,908,450,Laptop,2026-04-25,93,Yes,4
23849,4209,607,Mobile,2025-10-19,94,Yes,2
23850,3901,386,Smart TV,2025-09-06,116,Yes,4
23851,483,264,Laptop,2025-08-14,69,No,4
23852,796,576,Laptop,2026-06-06,81,No,3
23853,4004,524,Mobile,2026-03-18,94,Yes,3
23854,3338,265,Smart TV,2026-07-07,100,Yes,5
23855,1821,84,Mobile,2026-02-22,116,Yes,5
23856,2913,868,Laptop,2025-08-29,145,Yes,5
23857,446,473,Mobile,2026-06-27,85,No,1
23858,2276,281,Laptop,2025-11-14,111,Yes,5
23859,961,136,Smart TV,2025-11-29,72,No,4
23860,4929,786,Mobile,2025-08-17,86,No,4
23861,1619,557,Tablet,2025-12-16,60,No,5
23862,1128,772,Mobile,2025-12-28,103,Yes,2
23863,1706,518,Laptop,2025-12-07,131,Yes,3
23864,1750,683,Mobile,2025-08-25,92,Yes,4
23865,3562,9,Smart TV,2026-01-31,78,No,1
23866,4794,485,Smart TV,2026-02-18,96,Yes,5
23867,4486,800,Smart TV,2025-08-23,92,Yes,5
23868,1117,370,Mobile,2026-03-06,90,Yes,4
23869,1138,544,Smart TV,2025-09-26,66,No,3
23870,3402,350,Mobile,2026-01-02,109,Yes,2
23871,804,589,Tablet,2025-09-30,151,Yes,4
23872,4011,587,Tablet,2026-05-17,147,Yes,1
23873,3008,479,Smart TV,2026-06-11,116,Yes,5
23874,4573,238,Tablet,2026-03-17,130,Yes,5
23875,78,482,Tablet,2026-06-23,52,No,5
23876,3836,788,Tablet,2025-08-25,125,Yes,4
23877,2401,141,Laptop,2026-04-15,97,Yes,4
23878,2001,865,Laptop,2026-03-04,133,Yes,4
23879,1776,478,Smart TV,2025-11-04,81,No,4
23880,1514,336,Smart TV,2026-04-07,62,No,5
23881,2614,617,Tablet,2025-09-19,93,Yes,5
23882,1959,594,Smart TV,2026-06-03,148,Yes,4
23883,3205,372,Smart TV,2025-08-20,65,No,4
23884,3907,105,Tablet,2025-09-26,64,No,4
23885,2161,296,Mobile,2025-08-28,70,No,5
23886,1176,767,Smart TV,2026-06-16,105,Yes,3
23887,1758,483,Smart TV,2025-10-31,135,Yes,3
23888,1764,585,Tablet,2026-03-10,131,Yes,3
23889,2498,468,Mobile,2025-10-22,97,Yes,2
23890,2510,262,Smart TV,2025-12-15,82,No,4
23891,4512,522,Mobile,2026-04-13,90,Yes,5
23892,1788,249,Mobile,2025-10-08,108,Yes,4
23893,3796,48,Smart TV,2026-06-04,105,Yes,4
23894,818,375,Smart TV,2025-08-30,75,No,2
23895,1794,70,Smart TV,2026-07-21,128,Yes,3
23896,3023,854,Mobile,2025-08-19,131,Yes,5
23897,1275,826,Tablet,2025-08-20,137,Yes,5
23898,3430,565,Tablet,2025-12-10,77,No,5
23899,3249,435,Laptop,2026-01-13,73,No,4
23900,3264,348,Smart TV,2025-10-16,47,No,5
23901,772,778,Tablet,2025-12-20,98,Yes,5
23902,2301,13,Laptop,2025-08-30,152,Yes,4
23903,3561,693,Mobile,2025-09-09,156,Yes,3
23904,520,506,Tablet,2026-01-07,100,Yes,3
23905,1183,515,Laptop,2026-05-06,110,Yes,3
23906,2339,135,Mobile,2026-01-11,134,Yes,3
23907,1808,588,Mobile,2026-04-06,101,Yes,4
23908,2509,270,Tablet,2026-05-06,76,No,4
23909,2125,140,Mobile,2025-12-14,134,Yes,3
23910,902,403,Smart TV,2026-07-01,125,Yes,5
23911,831,179,Mobile,2026-01-23,104,Yes,4
23912,2490,669,Smart TV,2025-09-29,64,No,4
23913,164,597,Smart TV,2025-08-14,77,No,5
23914,2399,389,Tablet,2025-11-29,145,Yes,5
23915,2080,367,Mobile,2025-08-22,71,No,5
23916,2225,359,Tablet,2026-07-15,63,No,5
23917,4923,834,Tablet,2025-09-26,99,Yes,2
23918,677,810,Smart TV,2025-10-17,109,Yes,5
